ID,Region ID,Created Date,Language,Role,Status
123488,647,2020-09-10,ua,finance,active
123491,466,2020-07-26,ua,finance,active
123494,702,2019-12-15,en,master,active
123495,1174,2019-03-31,fr,master,deleted
123496,1225,2019-10-26,se,master,active
123499,700,2019-06-09,en,manager,active
123501,920,2019-02-18,en,manager,deleted
123503,368,2021-07-17,it,master,deleted
123505,460,2019-05-19,ua,master,active
123506,333,2020-07-04,it,finance,deleted
123508,834,2021-12-13,en,master,awaiting_confirmation
123511,263,2021-06-10,en,manager,active
123514,397,2019-01-13,it,master,deleted
123517,182,2021-03-23,ru,master,deleted
123519,395,2020-12-05,it,manager,active
123520,1071,2020-06-22,fr,manager,deleted
123521,794,2021-02-03,en,manager,active
123524,515,2019-12-15,ua,finance,active
123527,119,2020-08-17,de,finance,active
123529,718,2021-03-03,en,finance,deleted
123530,540,2019-04-09,ua,master,active
123532,51,2021-02-27,de,finance,deleted
123533,371,2021-02-02,ua,manager,deleted
123536,209,2020-04-03,ru,manager,deleted
123539,1015,2019-06-18,en,finance,deleted
123540,849,2021-12-22,en,manager,awaiting_confirmation
123541,1019,2020-04-19,en,finance,deleted
123544,1125,2019-08-30,fr,manager,deleted
123546,392,2019-06-17,it,master,active
123548,1229,2020-06-17,se,master,active
123550,857,2021-02-18,en,master,deleted
123551,1183,2020-08-04,fr,finance,active
123552,916,2020-03-13,en,finance,deleted
123553,1348,2019-01-01,no,manager,deleted
123555,119,2019-07-19,de,master,deleted
123558,752,2020-05-04,en,master,deleted
123559,387,2020-03-07,it,manager,deleted
123561,895,2019-06-08,en,manager,active
123564,87,2019-02-13,de,master,active
123565,373,2020-06-24,it,finance,active
123567,1145,2021-12-07,fr,manager,awaiting_confirmation
123570,752,2020-05-01,en,manager,deleted
123573,1004,2020-09-27,en,master,deleted
123575,593,2021-02-26,ua,manager,active
123577,1229,2019-11-05,se,finance,deleted
123580,1315,2021-06-22,se,finance,active
123583,916,2020-12-25,en,master,deleted
123584,834,2020-04-22,en,finance,deleted
123585,1300,2021-08-14,en,manager,deleted
123588,844,2019-01-12,en,master,deleted
123589,1248,2021-04-24,ru,finance,deleted
123592,726,2021-01-17,en,finance,active
123594,109,2020-02-17,de,manager,active
123595,414,2020-01-18,es,master,deleted
123596,112,2021-07-12,de,finance,active
123597,617,2020-02-09,ua,master,deleted
123599,1071,2019-08-25,fr,finance,active
123600,1388,2021-03-31,no,master,active
123601,36,2019-01-12,de,master,active
123604,122,2021-11-17,de,master,active
123607,838,2019-04-05,en,master,deleted
123610,1326,2019-07-14,se,manager,deleted
123612,1445,2020-01-20,no,manager,deleted
123613,131,2020-01-30,de,finance,active
123614,1149,2019-07-23,fr,manager,active
123617,521,2019-05-30,ua,manager,deleted
123620,1211,2020-01-12,se,master,deleted
123622,814,2019-10-27,en,finance,active
123624,927,2020-03-02,en,master,deleted
123627,219,2019-01-23,ru,master,deleted
123630,438,2019-03-12,es,finance,deleted
123631,464,2021-01-22,ua,master,active
123632,1433,2021-01-29,no,manager,deleted
123634,1133,2021-04-20,en,master,active
123636,309,2020-07-18,en,finance,deleted
123637,508,2020-05-23,ua,master,deleted
123640,376,2020-09-15,ru,finance,deleted
123643,494,2021-05-15,ua,master,active
123646,1311,2019-09-27,se,manager,active
123648,410,2021-12-08,es,master,awaiting_confirmation
123649,143,2020-10-02,de,master,active
123651,854,2021-05-17,en,finance,deleted
123654,1152,2021-04-20,fr,finance,active
123655,1105,2019-04-18,fr,finance,active
123657,708,2020-01-19,en,finance,deleted
123660,986,2019-09-10,en,manager,active
123663,1283,2021-02-17,se,manager,deleted
123666,826,2021-01-22,en,finance,active
123668,72,2021-07-02,de,master,active
123670,1439,2021-02-23,no,finance,active
123673,159,2021-08-29,de,master,active
123675,1096,2019-04-19,fr,manager,deleted
123676,1094,2020-02-02,fr,finance,deleted
123679,986,2019-07-25,en,finance,deleted
123680,979,2020-02-06,en,finance,active
123682,969,2020-05-23,en,manager,deleted
123685,1168,2021-06-06,fr,manager,active
123688,549,2021-11-11,ua,finance,active
123690,335,2019-03-26,it,finance,active
123691,789,2020-10-29,en,master,deleted
123692,734,2020-12-29,en,manager,active
123695,986,2021-04-04,en,finance,active
123698,967,2020-03-25,en,finance,deleted
123700,524,2019-06-23,ua,master,active
123702,1119,2021-07-08,fr,finance,active
123704,694,2019-12-05,en,finance,deleted
123707,832,2020-07-10,en,finance,active
123710,1367,2019-03-08,no,master,deleted
123711,466,2020-04-16,ua,master,active
123712,253,2020-12-29,en,finance,deleted
123714,533,2019-07-18,ua,manager,deleted
123717,265,2021-01-30,en,finance,active
123720,468,2019-06-15,ua,master,active
123722,34,2019-07-13,de,manager,deleted
123723,992,2019-05-14,en,master,active
123724,1025,2021-03-02,en,finance,deleted
123725,1441,2019-09-16,no,master,active
123728,43,2021-03-17,de,manager,active
123731,1393,2019-01-01,en,finance,deleted
123732,789,2019-06-26,en,master,deleted
123733,1060,2021-08-07,en,finance,active
123734,135,2020-10-15,de,finance,active
123737,237,2019-11-15,ru,master,deleted
123739,536,2020-05-19,ua,finance,active
123741,175,2019-04-23,de,master,deleted
123742,143,2021-11-01,de,finance,active
123743,237,2021-11-01,ru,master,active
123746,1361,2019-01-17,no,manager,deleted
123749,952,2021-08-18,en,finance,active
123751,240,2020-03-13,ru,manager,deleted
123754,770,2020-04-04,en,finance,active
123757,297,2020-12-26,en,manager,active
123759,231,2019-02-07,ru,finance,active
123760,836,2021-01-08,en,manager,active
123762,836,2020-10-26,en,master,active
123765,883,2021-07-31,en,finance,deleted
123768,677,2021-07-11,en,manager,active
123771,5,2019-10-25,de,finance,active
123773,147,2021-09-03,de,finance,active
123774,752,2021-01-27,en,manager,deleted
123777,1365,2021-01-02,no,manager,deleted
123780,297,2021-12-21,en,master,awaiting_confirmation
123782,540,2019-11-24,ua,manager,deleted
123783,504,2019-08-14,ua,finance,active
123785,55,2020-03-22,de,manager,active
123787,1195,2019-03-17,fr,manager,deleted
123788,212,2021-01-11,ru,master,deleted
123789,471,2020-06-29,en,manager,active
123792,1062,2019-07-08,en,manager,deleted
123795,766,2020-11-28,en,manager,deleted
123797,923,2021-05-03,en,master,deleted
123799,1015,2019-04-16,en,master,active
123802,1119,2021-03-22,fr,manager,deleted
123803,3,2021-01-14,ru,finance,deleted
123806,172,2021-09-20,de,master,deleted
123807,838,2019-01-07,en,finance,active
123810,773,2021-02-19,en,manager,deleted
123811,276,2021-07-29,en,finance,deleted
123814,468,2020-09-10,ua,master,deleted
123816,328,2020-12-13,en,master,deleted
123819,969,2020-04-25,en,manager,deleted
123822,1429,2021-10-31,no,master,active
123823,1105,2019-09-28,fr,finance,active
123826,201,2021-12-11,ru,master,awaiting_confirmation
123827,105,2021-01-09,de,finance,active
123829,770,2021-08-18,en,manager,deleted
123830,1154,2019-06-16,fr,master,active
123832,555,2021-03-28,ua,finance,active
123833,1401,2021-12-26,no,master,awaiting_confirmation
123836,979,2019-05-24,en,master,deleted
123837,315,2020-03-21,en,master,deleted
123840,1393,2020-10-17,no,manager,deleted
123841,567,2019-04-01,ua,finance,deleted
123843,471,2020-01-06,ua,master,deleted
123845,425,2020-12-11,es,manager,active
123847,55,2019-08-11,de,master,deleted
123849,480,2021-06-22,ua,master,deleted
123851,603,2020-04-04,ua,finance,deleted
123854,450,2020-01-02,es,master,active
123855,642,2021-07-16,ua,finance,deleted
123858,216,2021-02-13,ru,master,active
123860,1051,2019-04-06,en,master,deleted
123861,401,2021-02-26,it,master,deleted
123863,593,2019-12-29,ua,master,active
123864,137,2020-12-21,de,manager,deleted
123865,818,2021-02-04,en,finance,deleted
123866,285,2019-04-14,en,master,deleted
123867,1191,2020-10-18,fr,manager,deleted
123869,688,2019-09-30,ua,master,deleted
123871,1110,2019-12-15,fr,finance,active
123872,578,2020-07-23,ua,master,active
123874,1090,2021-11-08,fr,finance,active
123877,1295,2020-03-08,se,finance,active
123879,76,2021-08-29,de,master,deleted
123880,289,2020-12-31,en,manager,deleted
123883,383,2021-12-22,it,finance,awaiting_confirmation
123886,475,2020-09-18,ua,master,active
123887,1154,2021-08-22,fr,finance,deleted
123889,178,2019-02-18,ru,finance,deleted
123890,196,2020-08-22,ru,manager,deleted
123892,870,2019-08-11,en,finance,active
123894,337,2021-03-24,it,master,active
123897,544,2019-07-30,ua,finance,active
123898,335,2020-11-10,it,manager,deleted
123900,766,2019-09-06,en,finance,active
123903,1348,2021-07-09,no,master,active
123904,418,2019-09-04,es,master,active
123906,341,2019-06-22,ru,finance,deleted
123909,418,2021-02-24,es,master,deleted
123912,328,2021-12-29,en,manager,awaiting_confirmation
123914,115,2019-04-19,de,master,active
123915,1062,2019-04-30,en,manager,active
123917,464,2019-11-18,ua,master,deleted
123919,934,2021-12-25,en,finance,awaiting_confirmation
123922,1411,2021-06-11,no,finance,deleted
123925,1365,2019-10-26,no,finance,active
123927,752,2019-02-28,en,manager,deleted
123930,1401,2021-12-01,no,manager,active
123931,1019,2020-02-22,en,manager,active
123933,119,2019-06-15,de,manager,deleted
123936,801,2019-08-03,en,manager,deleted
123937,906,2021-09-28,en,manager,deleted
123940,891,2020-05-26,en,master,active
123943,1369,2019-12-21,no,master,active
123946,368,2019-12-17,it,master,deleted
123949,263,2021-03-20,en,master,deleted
123950,667,2020-05-18,ua,master,deleted
123951,395,2020-12-12,it,finance,deleted
123954,967,2019-03-21,en,finance,deleted
123957,792,2020-09-04,en,manager,deleted
123958,478,2019-01-28,ua,finance,active
123959,60,2021-06-20,de,master,active
123961,876,2020-12-15,en,master,deleted
123962,180,2021-06-29,ru,master,active
123964,757,2021-07-11,en,manager,deleted
123966,87,2021-07-28,ua,manager,deleted
123968,1384,2020-10-05,no,master,deleted
123969,613,2021-02-25,ua,manager,deleted
123971,822,2021-12-08,en,manager,awaiting_confirmation
123974,876,2021-06-20,en,finance,deleted
123976,653,2019-02-01,ua,finance,active
123977,102,2021-07-13,de,manager,deleted
123980,1023,2020-03-20,en,manager,active
123981,137,2020-12-28,de,manager,active
123984,1180,2019-10-28,fr,manager,active
123987,900,2020-07-12,en,master,deleted
123988,263,2020-11-18,en,master,deleted
123989,1225,2021-10-13,se,manager,deleted
123992,575,2019-05-08,ua,manager,deleted
123995,401,2021-11-25,it,finance,deleted
123997,1283,2021-08-24,se,manager,deleted
123999,206,2019-12-20,en,manager,active
124001,818,2019-10-18,en,manager,active
124004,333,2019-11-04,it,manager,active
124006,57,2019-03-08,de,master,active
124009,688,2020-11-16,en,manager,active
124010,235,2021-06-09,ru,master,active
124013,385,2021-02-02,it,master,deleted
124014,582,2020-04-06,ua,manager,active
124015,1140,2020-06-10,fr,finance,deleted
124018,105,2020-10-03,de,manager,active
124020,137,2019-10-26,de,finance,active
124021,799,2020-07-13,en,manager,deleted
124022,569,2019-10-24,ua,master,active
124025,464,2021-10-29,ua,manager,deleted
124028,1147,2020-03-18,fr,manager,active
124030,705,2021-12-11,en,manager,awaiting_confirmation
124033,379,2019-08-09,it,manager,deleted
124036,816,2020-11-14,en,manager,active
124039,972,2020-02-11,en,master,deleted
124042,992,2020-07-30,en,manager,deleted
124043,175,2020-06-01,de,manager,active
124046,435,2019-09-24,es,finance,active
124048,1391,2019-03-16,no,finance,deleted
124049,559,2019-10-20,ua,master,deleted
124052,192,2019-05-24,ru,manager,deleted
124055,801,2019-08-11,en,manager,deleted
124057,159,2021-02-22,de,finance,active
124060,1423,2019-10-09,no,finance,active
124062,1335,2020-10-14,se,finance,active
124063,219,2019-01-10,ru,manager,active
124065,127,2020-12-17,de,master,deleted
124068,1221,2020-03-20,se,manager,active
124070,1243,2021-04-22,se,finance,active
124072,438,2020-09-27,es,finance,active
124073,1062,2020-08-16,en,master,deleted
124076,1140,2020-08-18,fr,manager,deleted
124077,955,2019-04-27,en,master,deleted
124080,1168,2021-10-12,fr,master,active
124083,1380,2020-02-07,no,finance,active
124084,237,2021-03-27,ru,manager,deleted
124085,1191,2020-09-01,fr,master,deleted
124086,1079,2020-09-28,fr,manager,active
124087,1237,2019-01-21,se,manager,deleted
124089,752,2019-07-31,en,finance,active
124092,1025,2019-11-07,en,master,deleted
124094,844,2019-01-24,en,manager,active
124096,1203,2019-02-25,fr,manager,deleted
124098,15,2019-08-25,de,finance,active
124099,721,2019-12-25,ua,finance,deleted
124102,995,2021-04-10,en,finance,deleted
124104,1429,2020-11-20,no,master,active
124105,702,2019-10-01,en,finance,active
124108,353,2020-05-14,it,manager,active
124110,559,2019-10-01,ua,master,active
124111,812,2019-05-27,en,manager,deleted
124112,1275,2019-05-02,se,finance,active
124113,1462,2020-07-14,no,manager,deleted
124115,540,2020-06-30,ua,manager,active
124116,708,2020-02-28,en,finance,deleted
124117,998,2019-05-13,en,finance,deleted
124119,1233,2021-04-03,se,manager,deleted
124121,15,2019-08-30,ua,finance,active
124123,1221,2019-03-07,se,master,deleted
124126,768,2021-12-24,en,master,awaiting_confirmation
124127,1409,2020-07-01,no,master,active
124128,644,2021-06-03,ua,manager,deleted
124131,887,2019-08-11,ua,finance,deleted
124133,631,2019-09-21,ua,manager,deleted
124136,578,2019-05-02,ua,master,deleted
124137,1189,2019-07-03,fr,finance,active
124138,561,2019-07-26,ua,finance,active
124139,789,2020-03-06,en,manager,deleted
124140,941,2020-09-02,en,master,deleted
124143,243,2020-03-22,ru,manager,active
124145,425,2020-12-05,es,master,active
124146,887,2020-10-27,en,manager,active
124147,617,2020-05-08,ua,finance,deleted
124149,321,2019-02-11,en,finance,active
124151,617,2021-08-02,ua,manager,active
124153,1066,2019-11-12,en,manager,deleted
124156,1315,2021-12-27,se,finance,awaiting_confirmation
124159,842,2019-03-03,en,finance,active
124161,483,2019-06-16,ua,manager,deleted
124164,1051,2020-11-30,en,master,active
124167,983,2021-10-06,en,finance,active
124170,172,2021-04-24,de,finance,deleted
124172,773,2019-09-27,en,master,active
124174,83,2020-03-29,de,master,active
124175,826,2020-02-26,en,manager,deleted
124176,392,2019-03-04,it,manager,active
124178,318,2019-08-26,en,finance,active
124181,906,2020-08-22,en,master,active
124184,1267,2020-06-29,se,master,active
124185,285,2021-08-27,en,master,active
124186,216,2020-05-25,en,master,deleted
124187,642,2019-03-11,ua,finance,active
124190,814,2021-10-02,en,manager,active
124192,422,2020-11-14,es,master,deleted
124193,185,2020-10-10,ru,manager,deleted
124195,1107,2019-03-14,fr,finance,deleted
124197,512,2019-12-17,ua,manager,deleted
124199,910,2020-01-08,en,finance,active
124201,292,2021-11-17,en,master,deleted
124204,836,2019-02-18,ru,finance,deleted
124207,444,2021-05-04,es,finance,active
124209,1197,2019-11-24,fr,finance,deleted
124211,1233,2021-09-06,se,manager,active
124214,631,2019-10-06,ua,master,active
124216,490,2019-01-26,ua,manager,active
124218,617,2019-10-27,ua,master,active
124220,1281,2019-07-18,se,finance,deleted
124223,801,2019-12-22,en,finance,active
124224,705,2021-05-02,en,manager,deleted
124225,799,2020-12-24,en,master,deleted
124227,1066,2021-02-19,en,master,deleted
124228,223,2021-08-31,ru,finance,active
124231,1084,2021-09-13,fr,finance,deleted
124232,383,2019-01-15,ua,master,active
124233,1331,2021-08-30,se,master,deleted
124236,1308,2020-11-13,se,finance,deleted
124237,912,2019-08-25,en,finance,deleted
124239,611,2021-12-21,ua,master,awaiting_confirmation
124241,350,2020-04-05,it,manager,deleted
124244,1187,2020-08-25,fr,master,active
124246,167,2021-06-27,de,manager,deleted
124247,653,2020-02-03,ua,manager,deleted
124250,422,2020-08-26,ua,manager,deleted
124252,718,2020-01-16,en,finance,deleted
124254,15,2020-04-23,de,finance,deleted
124256,730,2020-12-14,en,master,deleted
124259,647,2021-11-07,ua,manager,deleted
124261,906,2019-09-13,en,manager,active
124262,644,2021-07-02,ua,finance,deleted
124265,1435,2021-03-12,ua,manager,deleted
124267,718,2020-11-11,en,manager,active
124269,69,2021-12-30,de,manager,awaiting_confirmation
124272,647,2020-05-12,ua,master,deleted
124273,887,2019-10-03,en,manager,deleted
124275,5,2020-10-02,de,manager,deleted
124276,383,2020-04-16,it,master,active
124278,401,2021-03-23,it,finance,active
124281,757,2020-08-29,en,manager,active
124282,1293,2019-01-19,se,master,active
124285,766,2021-05-25,en,master,deleted
124288,23,2021-12-13,de,master,awaiting_confirmation
124291,362,2020-11-23,it,finance,deleted
124293,281,2019-11-10,en,finance,active
124296,1344,2020-06-13,ru,finance,active
124298,1081,2019-02-05,fr,finance,active
124299,1441,2019-09-15,no,master,active
124301,1275,2020-12-28,se,finance,active
124304,135,2020-11-15,de,master,deleted
124307,343,2019-05-17,it,finance,deleted
124310,544,2020-08-31,ua,finance,deleted
124312,1165,2020-05-16,fr,master,deleted
124313,590,2021-05-21,ua,master,active
124315,112,2020-12-28,de,master,active
124316,1207,2021-08-27,fr,manager,active
124318,656,2021-02-13,ua,finance,deleted
124319,1079,2021-03-26,fr,manager,active
124321,1328,2020-08-21,se,manager,deleted
124323,1145,2019-01-06,fr,finance,active
124325,228,2021-12-17,ru,master,awaiting_confirmation
124328,240,2020-10-08,ru,finance,deleted
124329,504,2021-12-21,ua,finance,awaiting_confirmation
124330,723,2019-04-14,en,master,deleted
124332,1409,2020-02-29,no,manager,deleted
124333,94,2021-12-03,de,manager,awaiting_confirmation
124335,379,2019-08-11,it,manager,active
124337,988,2020-12-13,en,finance,deleted
124338,226,2020-06-12,ru,master,active
124340,578,2019-02-11,ua,finance,deleted
124341,861,2020-11-20,en,finance,deleted
124343,1384,2019-09-29,no,manager,deleted
124344,1207,2020-01-19,fr,manager,active
124345,1447,2021-11-26,en,finance,active
124347,307,2021-02-27,en,finance,deleted
124349,1037,2020-11-30,en,finance,active
124351,528,2021-03-04,ua,finance,active
124353,346,2019-09-12,it,finance,deleted
124356,808,2021-05-17,en,manager,active
124357,785,2021-01-15,en,master,active
124359,988,2020-10-10,en,finance,deleted
124361,387,2021-06-29,it,manager,deleted
124364,299,2021-07-25,en,manager,deleted
124367,89,2021-01-03,de,manager,deleted
124370,705,2019-11-13,en,manager,active
124371,43,2021-04-15,de,manager,deleted
124372,681,2021-03-01,en,manager,deleted
124375,1281,2019-07-08,se,manager,deleted
124378,1441,2019-12-27,no,manager,deleted
124381,1458,2021-09-13,no,finance,active
124384,702,2021-04-30,en,finance,deleted
124386,1105,2020-11-08,fr,master,active
124387,431,2019-08-05,es,manager,active
124390,1254,2019-03-30,se,finance,deleted
124392,804,2021-12-25,en,finance,awaiting_confirmation
124395,580,2019-05-03,ua,master,active
124397,1107,2021-09-16,fr,finance,deleted
124398,504,2019-09-30,ua,manager,active
124400,5,2020-04-24,de,master,deleted
124403,715,2020-02-27,en,finance,active
124405,418,2020-01-02,es,finance,deleted
124408,508,2021-11-04,ua,master,active
124410,379,2021-02-11,it,manager,active
124412,1225,2021-10-14,se,manager,active
124414,1123,2019-03-16,fr,manager,active
124416,708,2019-10-27,en,finance,active
124418,1081,2021-09-05,fr,master,deleted
124420,237,2019-11-14,en,manager,deleted
124423,944,2020-12-21,en,manager,active
124424,471,2021-01-07,ua,manager,deleted
124425,797,2021-08-05,en,master,active
124426,1435,2019-09-17,no,finance,deleted
124428,1401,2019-10-29,no,master,deleted
124429,715,2019-01-21,en,manager,active
124432,789,2019-03-17,en,manager,active
124434,81,2019-07-17,de,manager,deleted
124435,1187,2021-07-15,fr,finance,deleted
124436,1254,2021-03-17,se,master,active
124439,992,2020-08-04,en,manager,active
124442,1346,2019-02-21,se,manager,deleted
124445,710,2020-09-26,en,master,deleted
124447,407,2020-12-19,es,manager,active
124448,1043,2020-03-14,en,master,deleted
124449,667,2021-07-13,ua,master,deleted
124452,521,2019-12-02,ua,manager,active
124455,763,2020-09-11,en,manager,active
124456,431,2020-01-16,ua,master,deleted
124459,759,2020-07-06,en,master,deleted
124460,700,2021-08-03,en,master,deleted
124462,1411,2019-09-16,no,master,deleted
124464,900,2019-01-03,en,master,active
124465,297,2021-05-22,en,finance,active
124467,43,2020-03-13,de,master,active
124470,883,2019-11-19,en,manager,deleted
124472,94,2021-10-27,de,manager,deleted
124475,1123,2019-12-08,fr,manager,deleted
124478,1416,2020-08-05,no,master,deleted
124481,1107,2020-05-03,fr,master,active
124483,17,2021-04-12,de,manager,active
124485,1054,2020-06-22,en,finance,deleted
124486,1423,2021-05-03,no,finance,active
124488,766,2019-01-26,en,finance,active
124490,69,2019-06-04,de,master,deleted
124492,83,2021-11-29,de,finance,active
124495,1171,2019-02-03,fr,manager,deleted
124497,1311,2020-01-26,se,finance,active
124498,808,2021-10-07,en,manager,active
124499,891,2021-07-31,en,manager,active
124502,1365,2020-01-09,no,finance,active
124505,1060,2019-09-04,en,manager,active
124506,567,2020-11-21,ua,manager,active
124507,253,2020-09-12,en,manager,active
124510,605,2020-03-10,ua,master,active
124511,1015,2021-01-05,en,finance,active
124514,34,2021-06-28,de,master,active
124516,154,2020-12-20,de,finance,deleted
124518,464,2021-01-21,ua,manager,active
124521,387,2019-11-14,it,finance,deleted
124522,1344,2021-03-20,se,finance,deleted
124525,1311,2020-02-17,se,finance,active
124526,963,2021-07-30,en,finance,active
124529,333,2019-12-24,it,manager,active
124530,1225,2019-01-07,se,finance,deleted
124531,946,2020-10-08,en,master,deleted
124533,1289,2021-07-18,se,master,deleted
124535,79,2020-04-17,de,finance,active
124536,555,2021-09-16,ua,manager,deleted
124537,27,2019-06-19,de,master,active
124538,175,2019-04-06,de,master,active
124541,209,2020-01-09,ru,manager,active
124544,781,2020-02-29,en,manager,deleted
124545,87,2019-05-22,de,manager,active
124547,878,2021-09-12,en,manager,deleted
124550,1431,2021-01-12,no,finance,deleted
124553,1346,2019-04-30,se,master,active
124555,533,2020-10-03,ua,master,active
124557,1419,2019-12-12,no,master,active
124559,887,2019-11-01,en,manager,deleted
124562,538,2019-04-16,ua,manager,active
124565,910,2021-05-12,en,manager,active
124568,55,2019-04-22,de,finance,active
124569,781,2019-06-04,en,manager,deleted
124571,122,2020-01-31,de,manager,deleted
124574,1087,2020-12-10,en,master,deleted
124577,1043,2019-08-24,en,manager,active
124579,801,2020-07-26,en,finance,active
124581,464,2020-10-13,ua,manager,deleted
124583,1237,2020-09-07,se,finance,deleted
124586,30,2019-01-25,de,manager,deleted
124588,1427,2020-03-08,no,manager,active
124590,371,2020-11-07,it,finance,active
124593,265,2021-09-10,en,finance,deleted
124596,1397,2019-10-31,no,master,active
124599,883,2021-05-21,en,finance,active
124602,1275,2019-02-05,se,master,deleted
124604,634,2019-09-10,ua,finance,active
124606,644,2021-04-05,ua,master,deleted
124607,1119,2019-04-16,fr,manager,deleted
124608,72,2021-08-12,de,finance,active
124611,23,2019-02-02,ua,finance,deleted
124612,504,2019-08-29,ua,master,deleted
124613,624,2021-05-07,ua,master,active
124615,832,2020-11-01,ru,master,active
124618,387,2019-06-01,it,finance,active
124619,857,2020-02-20,en,finance,deleted
124621,1051,2019-07-06,en,finance,deleted
124622,43,2020-09-09,ru,manager,deleted
124623,392,2020-12-04,it,manager,deleted
124624,561,2019-08-27,ua,finance,deleted
124626,1458,2019-08-27,no,finance,active
124629,870,2020-06-22,en,master,deleted
124631,898,2020-01-12,en,finance,active
124633,292,2020-04-27,en,master,deleted
124635,170,2020-03-11,de,master,deleted
124637,276,2019-10-24,en,master,active
124639,1068,2019-08-27,fr,master,active
124642,1267,2020-04-20,se,finance,active
124644,995,2020-10-13,en,finance,active
124647,584,2019-01-25,ua,finance,active
124650,508,2019-08-30,ua,master,deleted
124652,3,2021-07-08,de,master,deleted
124653,1319,2020-06-12,se,master,active
124654,878,2020-01-03,en,finance,deleted
124656,1311,2021-05-14,se,finance,active
124659,1087,2019-11-22,fr,master,deleted
124660,43,2019-01-07,de,master,deleted
124663,752,2020-05-23,en,manager,active
124665,578,2021-03-26,ua,finance,active
124667,1066,2020-07-08,en,manager,active
124668,1239,2021-08-24,se,master,deleted
124671,315,2019-05-25,en,manager,deleted
124672,245,2019-09-18,ru,finance,deleted
124675,957,2021-04-19,en,master,active
124678,1419,2019-03-01,no,master,active
124679,283,2020-10-24,en,manager,active
124680,60,2020-06-03,de,master,deleted
124683,1090,2019-07-08,fr,finance,deleted
124686,63,2019-05-12,de,master,active
124687,644,2019-06-04,ua,master,deleted
124689,1441,2021-06-21,no,manager,deleted
124691,1054,2020-02-08,en,master,deleted
124692,1451,2020-02-17,no,manager,deleted
124695,519,2021-02-13,ua,finance,active
124697,170,2019-09-25,ru,manager,active
124699,868,2021-06-04,en,manager,active
124702,608,2019-01-04,ua,master,deleted
124705,198,2019-01-24,ru,manager,deleted
124707,131,2019-11-28,de,manager,deleted
124708,256,2021-03-20,en,finance,active
124709,301,2021-11-21,en,manager,active
124712,1416,2021-01-02,no,master,active
124714,895,2019-11-11,en,master,deleted
124715,1174,2019-08-10,fr,manager,deleted
124718,1328,2021-07-06,se,manager,active
124719,605,2020-02-25,ua,manager,active
124722,21,2019-10-04,de,finance,deleted
124725,986,2019-04-20,en,manager,active
124727,844,2021-10-28,en,finance,active
124728,578,2021-10-21,ua,master,deleted
124730,395,2019-12-15,it,manager,deleted
124731,960,2020-10-27,en,manager,active
124734,1129,2020-09-12,fr,manager,active
124735,775,2021-02-17,en,finance,deleted
124738,1419,2020-02-25,no,manager,deleted
124741,243,2021-02-02,ru,finance,deleted
124742,1439,2021-09-14,no,manager,deleted
124743,237,2020-04-04,ru,master,active
124746,150,2021-07-25,de,finance,active
124749,102,2021-03-23,de,finance,active
124752,53,2019-07-12,de,finance,deleted
124754,478,2019-09-29,ua,finance,deleted
124757,1147,2021-08-26,fr,finance,active
124758,283,2019-09-06,en,master,deleted
124760,1079,2020-07-03,fr,finance,deleted
124761,684,2021-01-08,en,master,active
124764,368,2021-01-08,it,finance,active
124766,983,2021-03-05,en,master,deleted
124768,490,2021-05-17,en,finance,deleted
124770,876,2021-04-03,en,master,active
124771,392,2020-08-27,it,finance,deleted
124773,105,2019-10-29,ru,finance,active
124774,201,2020-12-14,ru,finance,deleted
124776,209,2020-05-10,ru,master,active
124778,647,2019-12-26,ua,master,active
124780,559,2021-10-22,ua,manager,deleted
124781,494,2020-05-27,ua,finance,active
124782,272,2021-10-25,en,manager,deleted
124785,364,2020-05-14,it,manager,active
124787,611,2021-01-05,ua,master,deleted
124789,519,2021-07-01,ua,master,active
124790,358,2019-02-26,it,master,deleted
124792,1156,2021-05-19,fr,finance,deleted
124795,276,2021-06-07,en,manager,active
124798,816,2019-05-27,en,manager,deleted
124800,822,2021-11-20,en,finance,deleted
124803,403,2020-08-26,es,finance,deleted
124805,235,2019-11-03,ru,manager,deleted
124807,1165,2021-12-02,fr,master,awaiting_confirmation
124808,759,2020-04-21,en,finance,active
124810,1254,2021-07-15,se,master,active
124811,1021,2020-12-28,en,manager,deleted
124814,81,2020-09-27,de,finance,active
124816,883,2020-11-13,en,manager,deleted
124819,1195,2019-01-28,fr,manager,active
124820,620,2021-05-01,ua,master,active
124823,613,2019-12-13,ua,finance,active
124825,23,2019-03-06,de,manager,active
124826,5,2021-07-10,de,manager,deleted
124829,1213,2019-07-19,se,finance,deleted
124832,1391,2019-01-02,no,master,active
124834,346,2021-11-07,it,manager,deleted
124836,1229,2021-11-09,se,finance,deleted
124839,1207,2021-11-17,fr,finance,deleted
124840,1075,2019-03-07,fr,master,active
124842,854,2020-05-16,en,manager,deleted
124844,526,2020-02-04,ua,master,deleted
124846,89,2019-11-13,ua,manager,deleted
124849,276,2021-02-14,en,master,active
124852,697,2021-03-17,en,finance,active
124855,1322,2019-09-05,se,finance,deleted
124857,1079,2021-03-23,fr,manager,active
124858,500,2020-05-11,ua,finance,active
124860,1211,2020-10-29,se,master,active
124862,979,2021-12-06,en,master,awaiting_confirmation
124863,1342,2020-12-12,se,manager,active
124865,1243,2020-08-26,se,master,active
124868,150,2021-11-29,de,finance,deleted
