User ID,ID,Transaction Value,Commission,Processing Cost,Promo Code Cost,Inter Gta Tion Cost,Destination ID,Departure Date,Arrival Date,Created Date
121613,1119032,5439,554.778,324.7083,,96.2703,489,2021-03-31,2021-03-12,2021-01-15
121613,1119038,6041,604.1,302.6541,50,142.5676,638,2021-02-05,2021-01-27,2020-11-09
121613,1119040,4361,510.237,198.4255,50,89.8366,360,2020-11-01,2020-10-02,2020-09-12
121616,1119073,6911,718.744,331.0369,,,83,2021-07-14,2021-06-15,2021-05-16
121616,1119077,5530,464.52,262.122,50,115.024,139,2021-08-27,2021-08-16,2021-07-20
121616,1119086,3304,307.272,197.9096,50,61.7848,573,2021-10-06,2021-09-12,2021-06-29
121616,1119081,6239,524.076,251.4317,100,,1216,2021-12-15,2021-11-29,2021-08-29
121616,1119087,8430,918.87,445.947,100,,1177,2021-08-21,2021-07-24,2021-07-19
121616,1119093,6558,668.916,278.715,,127.2252,644,2021-09-21,2021-08-22,2021-06-03
121616,1119096,5198,550.988,249.504,50,103.4402,926,2021-05-30,2021-05-22,2021-05-15
121616,1119102,8393,914.837,420.4893,150,200.5927,481,2021-04-28,2021-04-07,2021-03-26
121616,1119054,7724,664.264,393.924,,116.6324,834,2021-10-22,2021-10-11,2021-08-31
121616,1119060,3812,411.696,173.8272,150,,754,2021-05-09,2021-05-07,2021-04-03
121616,1119063,3924,317.844,215.82,150,65.5308,1183,2021-11-19,2021-11-08,2021-09-01
121616,1119064,5644,502.316,288.9728,,129.812,54,2021-08-06,2021-07-28,2021-07-08
121616,1119067,2301,209.391,136.4493,100,54.7638,266,2021-05-03,2021-04-27,2021-03-28
121624,1119112,2964,337.896,147.3108,50,61.6512,1332,2022-05-05,2022-04-19,2022-03-30
121624,1119127,6821,811.699,278.9789,50,,1091,2022-04-01,2022-03-30,2022-01-16
121624,1119123,2440,283.04,111.508,150,,63,2022-03-12,2022-02-19,2022-02-09
121624,1119120,4960,436.48,215.76,50,,1271,2022-05-05,2022-04-28,2022-03-21
121624,1119118,6002,540.18,279.6932,,,674,2022-08-03,2022-07-24,2022-05-01
121624,1119106,3240,346.68,172.692,150,64.8,332,2022-04-22,2022-03-24,2022-01-13
121624,1119108,5496,483.648,249.5184,50,,12,2022-07-11,2022-06-25,2022-03-26
121624,1119114,3840,437.76,166.656,,,1228,2022-03-31,2022-03-07,2022-02-10
121627,1119162,8252,841.704,457.1608,100,188.1456,356,2021-03-06,2021-02-27,2020-12-24
121627,1119132,8196,819.6,331.1184,100,202.4412,1188,2021-02-26,2021-02-11,2021-01-12
121627,1119137,6880,674.24,370.832,,,105,2020-10-15,2020-09-21,2020-07-20
121627,1119140,6871,687.1,338.0532,50,152.5362,567,2020-11-08,2020-10-25,2020-07-26
121627,1119144,2665,277.16,111.6635,,52.234,63,2020-10-17,2020-10-09,2020-09-26
121627,1119152,5399,453.516,298.5647,50,88.0037,408,2021-02-01,2021-01-29,2020-12-03
121627,1119158,5180,564.62,217.042,,122.248,756,2020-11-11,2020-10-13,2020-07-26
121627,1119146,7250,848.25,374.1,50,152.975,1271,2021-01-02,2020-12-26,2020-10-09
121630,1119194,2410,200.03,104.835,100,,790,2021-12-15,2021-12-11,2021-11-10
121630,1119200,6588,645.624,364.3164,100,135.7128,1036,2021-10-02,2021-09-12,2021-08-27
121630,1119199,2627,275.835,122.1555,100,,971,2022-05-14,2022-04-30,2022-02-06
121630,1119197,7592,842.712,363.6568,,142.7296,1255,2021-09-16,2021-09-01,2021-08-27
121630,1119195,4160,386.88,187.2,150,,710,2022-03-21,2022-02-25,2022-01-24
121630,1119164,1651,188.214,90.9701,150,,940,2022-01-20,2021-12-30,2021-12-21
121630,1119170,5152,530.656,224.112,,,657,2021-12-25,2021-12-02,2021-09-09
121630,1119176,2722,217.76,138.2776,100,48.1794,1061,2022-04-17,2022-04-16,2022-02-21
121630,1119177,4693,469.3,194.7595,100,84.0047,735,2021-11-07,2021-10-30,2021-09-12
121630,1119178,2339,278.341,99.8753,,,514,2021-11-25,2021-11-12,2021-10-18
121630,1119182,2585,279.18,141.658,100,47.047,831,2022-06-11,2022-05-19,2022-02-19
121630,1119187,4672,383.104,266.7712,100,111.6608,638,2022-04-10,2022-03-12,2021-12-16
121630,1119190,6896,793.04,304.8032,100,,1348,2021-11-27,2021-11-25,2021-09-29
121631,1119204,1599,188.682,79.95,50,36.777,503,2020-08-09,2020-07-15,2020-04-18
121631,1119207,2260,219.22,115.938,50,40.228,640,2020-01-09,2020-01-04,2019-12-15
121631,1119213,4712,376.96,192.7208,100,,163,2020-04-21,2020-04-01,2020-03-14
121631,1119219,5381,430.48,297.0312,100,85.5579,959,2020-01-23,2020-01-12,2019-12-16
121631,1119225,4856,398.192,278.2488,100,113.6304,105,2020-01-29,2020-01-21,2019-12-12
121631,1119229,5868,539.856,261.7128,100,109.7316,597,2020-07-25,2020-06-29,2020-05-04
121631,1119233,7521,616.722,323.403,50,121.8402,364,2020-09-11,2020-08-19,2020-05-21
121631,1119234,3338,310.434,164.8972,,72.1008,1444,2020-02-06,2020-01-13,2019-12-19
121631,1119239,6509,702.972,300.0649,,115.8602,377,2020-04-27,2020-04-02,2020-01-30
121634,1119267,7494,636.99,419.664,150,185.8512,857,2022-03-15,2022-02-18,2021-12-24
121634,1119269,4131,388.314,206.1369,50,,531,2022-01-15,2021-12-22,2021-12-19
121634,1119270,4227,380.43,243.4752,150,89.1897,534,2022-04-22,2022-03-30,2022-01-16
121634,1119276,2158,226.59,102.505,,43.8074,1130,2021-11-20,2021-11-08,2021-10-31
121634,1119242,7864,692.032,327.1424,100,,1325,2022-04-11,2022-03-22,2022-01-18
121634,1119244,3555,334.17,167.4405,150,59.3685,1255,2022-03-27,2022-03-18,2022-01-14
121634,1119249,2369,241.638,117.0286,100,51.1704,152,2022-05-23,2022-05-12,2022-04-07
121634,1119255,7849,792.749,355.5597,150,193.0854,1048,2022-06-05,2022-05-18,2022-03-04
121634,1119282,8265,967.005,389.2815,50,,1238,2022-03-24,2022-02-27,2022-02-17
121634,1119256,3250,266.5,130.65,100,63.05,431,2022-01-04,2022-01-02,2021-11-28
121634,1119259,5188,586.244,225.678,150,,121,2022-08-11,2022-07-12,2022-04-21
121634,1119261,2340,215.28,102.492,150,41.184,21,2022-05-23,2022-05-05,2022-02-10
121636,1119311,2224,257.984,116.3152,50,35.3616,446,2020-12-26,2020-12-07,2020-11-17
121636,1119314,8372,987.896,449.5764,50,,496,2021-01-02,2020-12-23,2020-11-11
121636,1119304,4903,392.24,253.9754,100,,801,2021-06-07,2021-05-08,2021-03-07
121636,1119322,4679,411.752,204.0044,150,,651,2021-06-14,2021-05-18,2021-04-02
121636,1119325,1570,161.71,82.268,100,25.12,594,2021-05-15,2021-05-06,2021-01-30
121636,1119300,3427,325.565,199.4514,100,81.9053,1315,2021-01-23,2021-01-20,2020-12-21
121636,1119298,3569,421.142,172.7396,50,58.8885,91,2021-03-04,2021-02-13,2020-12-22
121636,1119294,8301,954.615,400.9383,,131.9859,1275,2021-04-29,2021-04-08,2021-01-03
121636,1119288,4764,428.76,242.0112,,80.5116,864,2021-01-01,2020-12-24,2020-10-20
121636,1119315,6216,652.68,363.0144,150,,628,2021-02-23,2021-02-12,2021-02-10
121636,1119317,6205,713.575,282.3275,50,151.402,142,2021-01-22,2021-01-07,2020-10-31
121636,1119305,6572,578.336,350.9448,50,,1224,2021-04-30,2021-04-19,2021-02-05
121638,1119342,6538,581.882,270.0194,150,127.491,1120,2020-06-08,2020-05-30,2020-05-11
121638,1119326,3240,346.68,165.564,,,75,2020-09-22,2020-09-01,2020-06-04
121638,1119330,5668,527.124,266.396,150,133.7648,1267,2020-12-30,2020-12-02,2020-08-24
121638,1119335,4456,392.128,223.6912,,,806,2020-12-17,2020-11-20,2020-10-09
121638,1119337,7973,924.868,404.2311,50,,1164,2020-12-28,2020-12-04,2020-10-08
121638,1119347,3971,345.477,189.8138,,94.5098,1238,2020-10-19,2020-10-12,2020-09-24
121638,1119352,7069,650.348,337.1913,100,,200,2020-09-23,2020-09-15,2020-07-13
121641,1119356,3937,385.826,207.8736,100,98.0313,220,2020-01-12,2019-12-27,2019-09-21
121641,1119357,4887,576.666,242.3952,50,111.4236,392,2019-08-18,2019-07-26,2019-05-20
121641,1119360,6686,802.32,370.4044,50,151.7722,1369,2019-07-07,2019-06-25,2019-04-21
121641,1119366,8219,895.871,366.5674,50,152.8734,301,2019-05-13,2019-05-06,2019-05-05
121641,1119370,8120,795.76,333.732,100,151.844,330,2019-05-15,2019-05-13,2019-05-09
121641,1119371,1502,157.71,79.0052,50,31.9926,562,2019-12-25,2019-11-26,2019-09-29
121641,1119373,2211,181.302,122.0472,150,49.0842,687,2019-12-16,2019-11-18,2019-09-18
121641,1119375,7982,678.47,462.1578,150,187.577,310,2019-11-12,2019-10-25,2019-09-27
121642,1119387,6359,565.951,330.0321,150,,1143,2021-10-03,2021-09-03,2021-08-25
121642,1119391,3895,467.4,226.2995,100,95.4275,779,2021-10-27,2021-10-26,2021-07-24
121642,1119395,4538,508.256,213.7398,50,72.608,316,2021-10-29,2021-10-14,2021-09-17
121642,1119400,7397,769.288,433.4642,100,,54,2021-07-24,2021-07-18,2021-05-17
121642,1119402,7654,711.822,387.2924,50,130.8834,142,2022-01-06,2022-01-03,2021-10-12
121642,1119401,7721,772.1,338.1798,,162.141,607,2021-09-10,2021-09-08,2021-08-02
121642,1119410,2255,230.01,95.3865,100,46.6785,204,2022-01-01,2021-12-07,2021-09-28
121642,1119408,8097,923.058,386.2269,150,141.6975,975,2021-12-02,2021-11-13,2021-10-01
121642,1119406,7685,906.83,430.36,,182.1345,1084,2021-10-23,2021-10-13,2021-07-15
121642,1119404,4237,423.7,207.1893,100,,951,2021-11-29,2021-11-08,2021-09-14
121642,1119381,7254,761.67,345.2904,150,146.5308,951,2021-09-13,2021-08-24,2021-08-10
121642,1119382,7840,846.72,343.392,100,181.104,914,2021-10-05,2021-09-23,2021-08-24
121642,1119386,6241,592.895,349.496,150,136.6779,1050,2021-06-12,2021-06-09,2021-05-26
121643,1119419,2174,176.094,103.265,50,53.263,631,2020-10-24,2020-09-25,2020-09-05
121643,1119413,8064,677.376,335.4624,100,156.4416,806,2020-05-10,2020-05-01,2020-04-14
121643,1119420,5298,593.376,256.953,,113.3772,763,2020-08-17,2020-08-06,2020-06-10
121643,1119424,3959,352.351,230.8097,100,,975,2020-10-21,2020-10-08,2020-07-04
121643,1119427,5476,651.644,319.2508,50,98.568,403,2020-06-07,2020-05-21,2020-05-14
121643,1119428,2618,280.126,127.7584,,,777,2020-05-15,2020-05-12,2020-03-27
121643,1119434,5594,626.528,240.542,50,,159,2020-08-01,2020-07-13,2020-05-05
121643,1119438,2205,183.015,121.0545,50,,985,2020-08-10,2020-08-05,2020-06-22
121643,1119443,7156,744.224,352.0752,150,,451,2020-10-23,2020-10-13,2020-09-02
121643,1119447,5995,527.56,353.1055,150,128.8925,246,2020-10-13,2020-10-04,2020-08-29
121643,1119452,4695,446.025,247.4265,100,108.4545,181,2020-07-19,2020-07-18,2020-07-10
121645,1119472,4882,424.734,247.5174,150,103.4984,1355,2019-06-22,2019-06-03,2019-05-23
121645,1119484,2945,244.435,122.2175,100,57.133,129,2019-05-09,2019-04-27,2019-02-21
121645,1119483,6394,588.248,316.503,50,97.1888,1318,2019-07-15,2019-07-09,2019-06-21
121645,1119482,2410,216.9,131.827,,53.984,1017,2019-09-12,2019-08-29,2019-07-22
121645,1119476,7359,875.721,412.104,100,169.9929,115,2019-08-27,2019-08-03,2019-07-11
121645,1119453,7652,703.984,452.2332,,185.1784,989,2019-07-30,2019-07-03,2019-04-25
121645,1119459,4949,499.849,243.4908,150,93.5361,342,2019-05-07,2019-04-17,2019-04-01
121645,1119460,6563,741.619,303.8669,50,150.2927,887,2019-10-14,2019-09-19,2019-07-22
121645,1119464,8052,772.992,477.4836,,,581,2019-08-23,2019-08-12,2019-05-31
121645,1119468,7816,703.44,446.2936,50,124.2744,891,2019-05-01,2019-04-01,2019-03-29
121645,1119469,4528,484.496,222.3248,150,74.712,327,2019-06-10,2019-05-13,2019-04-29
121645,1119470,5144,601.848,272.632,50,,1410,2019-07-10,2019-07-01,2019-06-16
121648,1119494,2908,290.8,150.0528,,68.0472,1084,2022-05-26,2022-05-12,2022-03-25
121648,1119486,7232,752.128,433.92,,110.6496,714,2022-05-22,2022-04-28,2022-04-16
121648,1119491,7316,629.176,296.298,,182.1684,1191,2022-06-29,2022-06-25,2022-05-18
121648,1119492,3894,350.46,221.1792,150,70.8708,836,2022-05-07,2022-04-13,2022-03-29
121648,1119500,6664,679.728,365.1872,150,107.2904,548,2022-02-26,2022-02-10,2022-01-21
121648,1119503,1592,133.728,73.5504,50,32.1584,419,2022-03-23,2022-03-14,2022-01-07
121648,1119505,1732,202.644,99.2436,100,39.3164,396,2022-04-19,2022-04-01,2022-03-19
121648,1119508,2934,269.928,144.0594,100,58.3866,173,2022-03-31,2022-03-19,2022-01-02
121650,1119537,7483,673.47,408.5718,50,112.9933,192,2019-12-30,2019-12-20,2019-10-03
121650,1119542,6297,554.136,270.771,150,103.9005,1061,2019-09-15,2019-09-05,2019-05-31
121650,1119536,6624,675.648,323.2512,,158.3136,555,2019-12-19,2019-12-06,2019-09-04
121650,1119511,1523,144.685,75.8454,100,34.7244,1045,2019-08-18,2019-07-22,2019-06-24
121650,1119515,4659,451.923,256.7109,50,88.0551,731,2019-12-12,2019-11-17,2019-08-14
121650,1119519,4929,527.403,269.6163,,,266,2019-08-20,2019-07-22,2019-07-02
121650,1119524,8008,952.952,397.1968,50,194.5944,1081,2019-08-10,2019-08-05,2019-07-04
121650,1119526,8433,877.032,344.9097,150,131.5548,43,2019-10-14,2019-09-21,2019-07-15
121650,1119534,5576,563.176,278.8,150,,1091,2019-07-15,2019-06-27,2019-06-17
121650,1119532,2867,298.168,161.1254,50,59.0602,1074,2019-10-19,2019-09-26,2019-08-04
121653,1119544,3745,438.165,159.9115,100,83.888,261,2020-05-14,2020-04-18,2020-03-06
121653,1119567,7002,658.188,280.08,,147.7422,214,2020-09-12,2020-08-15,2020-05-12
121653,1119543,7913,830.865,367.1632,50,,261,2020-06-12,2020-06-06,2020-04-30
121653,1119572,4118,440.626,232.2552,,101.7146,720,2020-04-03,2020-03-22,2020-01-26
121653,1119577,5478,509.454,298.551,50,,798,2020-08-22,2020-08-19,2020-05-21
121653,1119578,8181,957.177,481.8609,100,189.7992,121,2020-04-23,2020-04-02,2020-03-19
121653,1119562,6917,657.115,358.9923,150,,377,2020-04-05,2020-03-13,2020-01-24
121653,1119557,1999,215.892,92.9535,50,42.3788,236,2020-06-27,2020-06-23,2020-04-25
121653,1119551,2668,288.144,108.054,150,42.1544,1197,2020-06-27,2020-06-23,2020-04-14
121653,1119547,2053,207.353,121.5376,100,39.4176,717,2020-05-25,2020-05-12,2020-05-06
121653,1119584,8359,911.131,340.2113,100,208.1391,1307,2020-03-28,2020-02-27,2020-01-18
121654,1119619,3824,412.992,191.2,100,85.6576,790,2020-07-20,2020-07-18,2020-04-26
121654,1119588,5997,671.664,250.6746,150,115.7421,410,2020-11-29,2020-11-06,2020-09-07
121654,1119591,6334,614.398,279.3294,150,,613,2020-09-13,2020-08-18,2020-08-17
121654,1119597,2698,261.706,133.0114,100,61.7842,21,2020-07-04,2020-06-15,2020-06-11
121654,1119601,4033,350.871,225.0414,50,73.4006,531,2020-08-09,2020-07-30,2020-04-26
121654,1119606,5386,560.144,236.984,100,133.5728,127,2020-10-30,2020-10-24,2020-09-27
121654,1119610,4256,455.392,193.2224,50,74.0544,1156,2020-07-19,2020-07-09,2020-06-02
121654,1119614,1652,163.548,77.3136,50,31.388,943,2020-11-05,2020-10-19,2020-10-02
121654,1119616,1643,195.517,68.3488,50,35.8174,1081,2020-06-06,2020-05-21,2020-04-04
121654,1119618,7585,629.555,389.869,,,86,2020-06-28,2020-05-29,2020-05-21
121654,1119623,3645,419.175,186.2595,100,88.5735,419,2020-04-29,2020-04-27,2020-04-16
121656,1119654,7501,675.09,341.2955,100,114.7653,887,2019-11-23,2019-11-02,2019-09-04
121656,1119656,3390,291.54,184.416,,81.699,1369,2020-05-13,2020-04-20,2020-02-16
121656,1119662,5617,629.104,327.4711,100,,603,2019-12-26,2019-12-09,2019-09-26
121656,1119666,5463,464.355,257.8536,50,128.9268,282,2020-02-16,2020-01-25,2019-11-30
121656,1119667,8458,837.342,347.6238,50,159.0104,565,2020-02-19,2020-01-27,2019-12-05
121656,1119627,8500,705.5,436.05,150,159.8,509,2020-03-25,2020-03-12,2019-12-05
121656,1119632,7835,885.355,414.4715,150,189.607,674,2020-03-29,2020-03-07,2020-01-11
121656,1119636,7291,678.063,402.4632,100,110.8232,519,2020-03-20,2020-03-11,2020-02-06
121656,1119637,5778,681.804,242.676,150,,867,2020-01-17,2020-01-02,2019-11-08
121656,1119640,2643,317.16,145.8936,150,62.6391,108,2019-12-22,2019-11-28,2019-09-22
121656,1119641,6441,689.187,257.64,50,159.7368,451,2019-10-06,2019-10-03,2019-09-12
121656,1119647,4263,413.511,211.4448,,68.208,717,2020-03-14,2020-02-26,2020-02-13
121656,1119648,3827,417.143,161.4994,,86.8729,553,2020-01-10,2020-01-01,2019-11-28
121658,1119678,7510,645.86,334.946,50,,1334,2021-06-12,2021-05-18,2021-04-19
121658,1119684,5984,598.4,275.264,50,144.8128,91,2021-01-17,2021-01-01,2020-12-10
121658,1119685,2152,232.416,89.308,100,45.192,576,2021-08-26,2021-08-15,2021-05-07
121658,1119688,3024,281.232,145.4544,50,46.872,483,2021-08-16,2021-07-18,2021-06-16
121658,1119690,5553,627.489,321.5187,,,379,2021-06-04,2021-05-26,2021-03-23
121658,1119673,7877,732.561,374.9452,50,189.048,594,2021-08-14,2021-07-23,2021-04-29
121658,1119679,5357,616.055,273.207,,,1054,2021-04-22,2021-03-31,2021-03-06
121659,1119713,6820,579.7,368.962,,158.224,992,2021-07-31,2021-07-17,2021-07-04
121659,1119721,4316,483.392,242.9908,150,75.0984,306,2021-10-25,2021-10-18,2021-08-31
121659,1119726,7618,685.62,402.2304,,147.7892,777,2021-07-19,2021-07-09,2021-06-09
121659,1119728,6444,547.74,287.4024,50,159.1668,30,2022-01-09,2021-12-16,2021-09-09
121659,1119731,1778,186.69,95.123,150,39.6494,242,2021-12-05,2021-11-08,2021-08-16
121659,1119694,3272,379.552,158.3648,150,,320,2021-11-01,2021-10-26,2021-09-22
121659,1119695,4581,403.128,236.3796,50,84.2904,1259,2021-09-20,2021-09-13,2021-08-15
121659,1119696,4646,413.494,209.5346,,72.4776,1197,2021-12-30,2021-12-25,2021-09-25
121659,1119701,4188,381.108,226.152,50,69.5208,342,2021-05-18,2021-04-24,2021-03-19
121659,1119702,2742,279.684,120.0996,150,,565,2021-12-07,2021-11-24,2021-09-30
121659,1119706,3349,398.531,183.8601,100,,706,2021-09-12,2021-09-11,2021-07-04
121659,1119709,7753,690.017,411.6843,100,,681,2021-10-17,2021-09-25,2021-07-09
121659,1119717,8420,934.62,479.94,,159.138,1311,2021-09-19,2021-09-13,2021-06-30
121662,1119741,2863,283.437,170.0622,,62.986,683,2021-12-01,2021-11-17,2021-08-20
121662,1119764,4583,499.547,271.3136,150,77.911,1234,2021-12-10,2021-11-11,2021-08-17
121662,1119759,3468,402.288,179.2956,,80.1108,1069,2022-04-07,2022-03-26,2022-01-16
121662,1119753,4323,445.269,206.6394,50,71.7618,1194,2022-03-29,2022-03-08,2022-01-12
121662,1119750,6039,573.705,245.1834,100,93.0006,695,2022-01-26,2022-01-15,2021-10-18
121662,1119737,5328,484.848,244.5552,,126.8064,1078,2022-01-28,2022-01-05,2021-12-31
121662,1119745,3855,358.515,202.773,100,60.138,1188,2022-01-30,2022-01-05,2021-12-08
121665,1119766,4396,465.976,216.2832,100,99.7892,631,2020-11-28,2020-10-29,2020-10-05
121665,1119772,8326,999.12,343.8638,50,147.3702,979,2020-09-25,2020-09-09,2020-07-21
121665,1119776,7190,639.91,294.071,100,121.511,1183,2020-10-07,2020-09-18,2020-09-16
121665,1119778,3790,314.57,189.121,,,723,2020-10-20,2020-09-27,2020-07-31
121665,1119781,7472,896.64,420.6736,50,184.5584,678,2020-11-01,2020-10-11,2020-09-04
121665,1119783,3419,304.291,188.045,,64.961,1078,2020-11-26,2020-10-31,2020-10-16
121665,1119786,7486,666.254,325.641,,,371,2020-09-22,2020-09-18,2020-08-11
121665,1119790,6335,658.84,344.624,50,,701,2021-01-13,2021-01-09,2020-10-22
121667,1119814,6791,550.071,284.5429,150,,438,2019-07-24,2019-07-12,2019-06-29
121667,1119830,7407,659.223,402.2001,,131.1039,987,2019-12-27,2019-12-09,2019-09-04
121667,1119828,5921,473.68,245.1294,150,,431,2019-12-21,2019-11-23,2019-10-04
121667,1119823,2469,212.334,142.2144,100,58.5153,926,2019-10-05,2019-09-12,2019-08-08
121667,1119817,2272,181.76,119.0528,100,36.1248,270,2019-05-24,2019-05-12,2019-05-10
121667,1119792,5824,471.744,349.44,50,,181,2019-07-11,2019-07-04,2019-06-19
121667,1119795,5623,584.792,272.7155,,,813,2019-10-12,2019-09-14,2019-07-29
121667,1119798,4901,553.813,212.7034,150,78.9061,127,2019-10-12,2019-09-25,2019-07-09
121667,1119801,1737,142.434,94.4928,,37.6929,374,2019-12-03,2019-11-08,2019-09-02
121667,1119803,4418,481.562,254.035,50,71.1298,1279,2019-10-11,2019-10-03,2019-08-04
121667,1119807,5001,490.098,256.0512,100,100.5201,870,2019-08-11,2019-07-28,2019-06-03
121667,1119808,4090,368.1,222.087,150,95.297,229,2019-07-13,2019-06-14,2019-05-13
121667,1119811,5776,548.72,346.56,,,1042,2019-07-12,2019-07-04,2019-05-29
121669,1119843,8064,951.552,323.3664,50,142.7328,498,2020-05-26,2020-04-27,2020-02-09
121669,1119833,3235,313.795,181.4835,,79.581,840,2020-10-19,2020-10-01,2020-06-26
121669,1119836,2045,198.365,113.0885,150,49.898,242,2020-07-11,2020-07-10,2020-05-10
121669,1119838,3370,404.4,143.562,,,1224,2020-07-01,2020-06-28,2020-05-19
121669,1119845,7750,891.25,433.225,,140.275,489,2020-04-13,2020-04-10,2020-02-08
121669,1119851,1986,178.74,98.7042,150,34.9536,227,2020-02-20,2020-02-15,2020-01-01
121669,1119852,7464,664.296,425.448,,,1069,2020-06-20,2020-06-01,2020-03-22
121671,1119875,7609,867.426,420.0168,,147.6146,579,2020-12-09,2020-11-15,2020-08-09
121671,1119860,4260,408.96,176.79,150,98.832,562,2020-02-06,2020-01-31,2020-01-30
121671,1119861,2249,195.663,130.2171,100,34.4097,948,2020-05-17,2020-05-09,2020-03-31
121671,1119864,7878,835.068,445.107,,,356,2020-07-06,2020-06-27,2020-05-12
121671,1119868,7487,763.674,307.7157,150,,468,2020-06-15,2020-06-01,2020-04-23
121671,1119870,6717,732.153,360.0312,150,148.4457,815,2020-07-25,2020-07-23,2020-05-24
121671,1119872,3490,289.67,152.164,100,,127,2020-04-12,2020-03-22,2020-03-07
121671,1119894,6049,592.802,268.5756,,121.5849,152,2020-07-09,2020-06-23,2020-05-02
121671,1119879,2186,212.042,121.1044,100,,668,2020-06-28,2020-06-01,2020-03-16
121671,1119882,8155,913.36,356.3735,150,191.6425,591,2020-08-13,2020-07-26,2020-07-10
121671,1119899,8173,890.857,400.477,50,150.3832,19,2020-11-08,2020-10-12,2020-08-12
121671,1119888,3015,358.785,122.409,100,58.7925,874,2020-07-20,2020-07-19,2020-06-18
121671,1119854,8211,755.412,431.8986,50,137.1237,1006,2020-03-17,2020-03-04,2020-02-09
121674,1119920,1804,165.968,80.6388,100,33.0132,531,2019-10-30,2019-10-09,2019-07-18
121674,1119926,7009,735.945,338.5347,150,151.3944,45,2019-03-23,2019-03-22,2019-03-04
121674,1119935,2696,245.336,145.584,100,49.0672,853,2019-05-27,2019-05-08,2019-02-20
121674,1119932,7333,586.64,382.0493,150,175.2587,585,2019-07-11,2019-06-27,2019-03-28
121674,1119927,8004,776.388,419.4096,,188.8944,1065,2019-08-07,2019-07-31,2019-05-10
121674,1119938,4050,376.65,219.105,,95.175,821,2019-06-17,2019-05-20,2019-05-17
121674,1119912,5383,592.13,293.9118,150,88.8195,1293,2019-04-08,2019-03-17,2019-02-10
121674,1119915,3543,322.413,159.435,50,,910,2019-06-01,2019-05-28,2019-03-28
121674,1119905,6062,618.324,271.5776,100,,728,2019-06-03,2019-05-21,2019-02-24
121674,1119908,7167,845.706,326.8152,100,141.9066,904,2019-07-15,2019-06-19,2019-05-17
121676,1119973,2335,252.18,104.8415,100,,954,2020-05-13,2020-04-25,2020-03-01
121676,1119940,8145,651.6,329.8725,,,1166,2020-02-20,2020-02-16,2019-12-10
121676,1119942,7942,929.214,329.593,100,,91,2020-08-22,2020-07-30,2020-05-01
121676,1119943,7784,832.888,330.82,50,,105,2020-06-07,2020-05-26,2020-04-22
121676,1119949,4607,474.521,187.0442,100,82.926,690,2020-01-25,2020-01-14,2019-11-27
121676,1119955,6675,794.325,293.0325,100,130.83,1130,2020-03-10,2020-03-07,2020-02-01
121676,1119961,3927,428.043,202.6332,150,60.0831,542,2020-03-19,2020-03-07,2019-12-06
121676,1119967,5392,576.944,276.0704,100,115.928,961,2020-03-24,2020-03-15,2020-03-11
121676,1119969,7224,599.592,431.9952,50,118.4736,723,2020-05-18,2020-04-29,2020-01-23
121676,1119974,8306,772.458,383.7372,150,151.1692,579,2020-07-25,2020-07-02,2020-03-25
121679,1119986,4928,478.016,248.864,100,81.312,834,2021-10-03,2021-09-14,2021-09-11
121679,1119991,8340,900.72,476.214,150,178.476,97,2022-01-12,2022-01-04,2022-01-02
121679,1119997,8063,838.552,410.4067,150,,769,2021-12-27,2021-12-21,2021-12-09
121679,1119999,1941,215.451,83.0748,100,47.7486,946,2021-12-28,2021-12-22,2021-10-29
121679,1120004,3993,363.363,235.1877,150,88.6446,347,2021-12-28,2021-12-13,2021-11-19
121679,1119976,2076,232.512,98.61,,35.292,1054,2022-04-16,2022-03-29,2022-01-06
121679,1119978,2475,200.475,148.2525,100,,1162,2021-10-23,2021-10-12,2021-09-24
121679,1119979,3947,319.707,233.6624,100,71.8354,605,2021-11-20,2021-11-07,2021-08-14
121679,1119984,2514,284.082,125.7,,46.2576,383,2022-02-16,2022-01-22,2021-11-21
121681,1120023,3631,403.041,181.1869,150,,933,2021-10-06,2021-09-20,2021-09-01
121681,1120034,1600,131.2,82.72,100,32.96,1315,2022-02-10,2022-01-17,2022-01-14
121681,1120036,5655,588.12,295.7565,,87.087,773,2022-02-10,2022-01-11,2021-12-14
121681,1120039,5527,497.43,257.0055,150,137.0696,192,2022-04-27,2022-03-29,2022-01-02
121681,1120045,8232,880.824,347.3904,50,174.5184,335,2022-05-20,2022-04-30,2022-02-07
121681,1120009,3881,333.766,211.9026,150,,576,2022-01-31,2022-01-28,2021-12-11
121681,1120014,8489,1001.702,398.983,50,,175,2021-12-30,2021-12-03,2021-09-30
121681,1120018,4184,422.584,184.096,,62.76,1431,2021-12-07,2021-11-16,2021-09-22
121681,1120029,1623,172.038,90.7257,50,40.4127,819,2022-01-11,2021-12-13,2021-10-02
121684,1120055,6684,675.084,344.226,,117.6384,1036,2020-06-19,2020-05-30,2020-03-11
121684,1120071,3729,365.442,189.0603,50,91.3605,1006,2020-05-02,2020-05-01,2020-02-29
121684,1120067,1593,154.521,91.7568,150,28.0368,1431,2020-01-17,2019-12-21,2019-12-08
121684,1120066,1807,168.051,73.1835,50,,565,2020-02-29,2020-02-12,2020-01-11
121684,1120060,3189,363.546,139.3593,150,72.3903,252,2020-02-10,2020-02-08,2020-02-05
121684,1120049,8009,640.72,419.6716,150,132.1485,989,2020-01-22,2020-01-18,2019-12-20
