order_id,order_created_date,transaction_value,commission,processing_cost,promocode_cost,integration_cost,user_id,user_created_date,user_region_code
1155532,2021-04-28,7114,597.576,284.56,150,168.6018,123757,2020-12-26,en
1155620,2021-04-01,6337,551.319,310.513,150,,123760,2021-01-08,en
1155646,2021-04-25,4197,499.443,186.7665,100,,123762,2020-10-26,en
1155848,2021-04-29,4556,478.38,220.966,150,,123774,2021-01-27,en
1155844,2021-04-13,2868,324.084,156.5928,100,61.3752,123774,2021-01-27,en
1155910,2021-04-30,5348,534.8,242.2644,50,,123777,2021-01-02,no
1155880,2021-04-10,1819,200.09,79.8541,50,42.9284,123777,2021-01-02,no
1156049,2021-04-28,6136,595.192,334.412,50,142.3552,123788,2021-01-11,ru
1156038,2021-04-10,8408,807.168,473.3704,50,158.9112,123788,2021-01-11,ru
1156023,2021-04-26,6393,684.051,303.6675,50,111.8775,123788,2021-01-11,ru
1156160,2021-04-17,7423,720.031,365.9539,,,123795,2020-11-28,en
1156278,2021-04-04,8157,946.212,396.4302,100,,123802,2021-03-22,fr
1156271,2021-04-15,6605,594.45,307.793,100,157.199,123802,2021-03-22,fr
1156261,2021-04-07,6738,592.944,348.3546,100,136.1076,123802,2021-03-22,fr
1156311,2021-04-20,7238,861.322,364.0714,50,144.76,123803,2021-01-14,ru
1156422,2021-04-23,5949,630.594,273.654,100,120.7647,123810,2021-02-19,en
1156545,2021-04-11,6449,728.737,379.8461,,116.082,123816,2020-12-13,en
1156534,2021-04-23,7612,707.916,330.3608,150,159.0908,123816,2020-12-13,en
1156675,2021-04-24,3006,354.708,126.252,,48.9978,123827,2021-01-09,de
1156648,2021-04-08,6606,700.236,360.027,100,108.3384,123827,2021-01-09,de
1156784,2021-04-17,7511,638.435,356.7725,50,129.1892,123832,2021-03-28,ua
1156767,2021-04-17,7909,775.082,327.4326,150,,123832,2021-03-28,ua
1156877,2021-04-04,4877,526.716,232.1452,50,98.0277,123840,2020-10-17,no
1157003,2021-04-26,4431,469.686,253.0101,150,102.3561,123845,2020-12-11,es
1156986,2021-04-10,7631,610.48,368.5773,,161.0141,123845,2020-12-11,es
1157185,2021-04-29,2817,253.53,125.0748,150,,123858,2021-02-13,ru
1157180,2021-04-12,5695,580.89,242.0375,100,112.761,123858,2021-02-13,ru
1157261,2021-04-06,4018,373.674,176.792,150,91.2086,123861,2021-02-26,it
1157313,2021-04-15,5250,572.25,251.475,100,130.2,123864,2020-12-21,de
1157308,2021-04-21,2784,281.184,159.2448,150,,123864,2020-12-21,de
1157361,2021-04-11,8492,951.104,396.5764,,,123865,2021-02-04,en
1157326,2021-04-22,3356,402.72,186.258,150,,123865,2021-02-04,en
1157406,2021-04-11,4813,404.292,267.6028,50,112.1429,123867,2020-10-18,fr
1157400,2021-04-18,7711,786.522,434.1293,,188.1484,123867,2020-10-18,fr
1157631,2021-04-17,3160,334.96,126.716,50,,123880,2020-12-31,en
1158052,2021-04-15,5288,634.56,230.5568,50,107.8752,123909,2021-02-24,es
1158048,2021-04-20,7139,763.873,377.6531,50,144.2078,123909,2021-02-24,es
1158644,2021-04-29,5533,475.838,278.3099,150,110.1067,123951,2020-12-12,it
1158807,2021-04-13,4536,503.496,221.8104,,,123961,2020-12-15,en
1158973,2021-04-12,8298,862.992,419.049,50,205.7904,123969,2021-02-25,ua
1159141,2021-04-28,6535,522.8,347.0085,100,103.253,123981,2020-12-28,de
1159244,2021-04-27,7271,828.894,418.8096,150,164.3246,123988,2020-11-18,en
1159224,2021-04-09,3251,334.853,170.0273,50,,123988,2020-11-18,en
1159539,2021-04-26,8242,980.798,393.1434,50,185.445,124009,2020-11-16,en
1159610,2021-04-17,5355,551.565,238.2975,150,,124013,2021-02-02,it
1159705,2021-04-14,3653,325.117,202.0109,100,77.0783,124018,2020-10-03,de
1159701,2021-04-08,7107,795.984,422.8665,50,127.926,124018,2020-10-03,de
1159974,2021-04-13,6165,647.325,343.3905,,118.9845,124036,2020-11-14,en
1159968,2021-04-14,8046,651.726,378.9666,100,,124036,2020-11-14,en
1159959,2021-04-06,2825,268.375,164.1325,,,124036,2020-11-14,en
1159951,2021-04-10,6865,562.93,394.051,100,,124036,2020-11-14,en
1159950,2021-04-11,7963,947.597,471.4096,,143.334,124036,2020-11-14,en
1159948,2021-04-04,4755,461.235,279.594,150,88.443,124036,2020-11-14,en
1160288,2021-04-25,7691,799.864,459.9218,50,,124057,2021-02-22,de
1160287,2021-04-07,6665,799.8,281.263,50,113.9715,124057,2021-02-22,de
1160282,2021-04-16,1621,191.278,84.9404,150,,124057,2021-02-22,de
1160352,2021-04-08,5335,506.825,266.2165,,,124062,2020-10-14,se
1160385,2021-04-23,5948,582.904,333.088,,130.856,124065,2020-12-17,de
1160738,2021-04-29,7032,611.784,383.244,,166.6584,124084,2021-03-27,ru
1161118,2021-04-28,4767,500.535,207.3645,100,115.8381,124102,2021-04-10,en
1161113,2021-04-20,3361,285.685,181.494,100,58.1453,124102,2021-04-10,en
1161100,2021-04-12,4675,518.925,216.92,50,91.63,124102,2021-04-10,en
1161095,2021-04-25,5294,529.4,307.052,50,,124102,2021-04-10,en
1161148,2021-04-20,7810,726.33,314.743,150,124.96,124104,2020-11-20,no
1161135,2021-04-04,4944,405.408,200.7264,,,124104,2020-11-20,no
1161128,2021-04-10,7572,772.344,442.962,150,,124104,2020-11-20,no
1161920,2021-04-10,2784,289.536,159.5232,,46.7712,124145,2020-12-05,es
1161917,2021-04-19,3932,342.084,167.11,150,,124145,2020-12-05,es
1161905,2021-04-17,4357,479.27,243.5563,100,90.1899,124145,2020-12-05,es
1161964,2021-04-09,4148,418.948,168.8236,150,84.6192,124146,2020-10-27,en
1161946,2021-04-13,7568,605.44,423.0512,150,,124146,2020-10-27,en
1161942,2021-04-05,3032,303.2,150.9936,150,73.3744,124146,2020-10-27,en
1161941,2021-04-18,1809,182.709,76.5207,50,28.4013,124146,2020-10-27,en
1161936,2021-04-06,2887,294.474,148.6805,,56.2965,124146,2020-10-27,en
1162221,2021-04-10,5780,508.64,335.24,150,123.114,124164,2020-11-30,en
1162211,2021-04-07,6924,630.084,390.5136,150,171.0228,124164,2020-11-30,en
1162717,2021-04-25,7720,887.8,372.876,,148.996,124192,2020-11-14,es
1162710,2021-04-29,2794,262.636,164.0078,150,50.5714,124192,2020-11-14,es
1162707,2021-04-07,7001,602.086,329.047,150,142.1203,124192,2020-11-14,es
1162721,2021-04-02,5346,523.908,258.7464,100,,124193,2020-10-10,ru
1163225,2021-04-23,3024,350.784,157.8528,150,,124225,2020-12-24,en
1163415,2021-04-18,1641,175.587,71.7117,150,37.9071,124236,2020-11-13,se
1163411,2021-04-22,7641,664.767,380.5218,150,126.0765,124236,2020-11-13,se
1163880,2021-04-14,6208,602.176,259.4944,,137.8176,124265,2021-03-12,ua
1163857,2021-04-21,4994,524.37,273.6712,50,80.4034,124265,2021-03-12,ua
1163893,2021-04-26,4972,546.92,228.712,150,112.8644,124267,2020-11-11,en
1163990,2021-04-02,6999,608.913,294.6579,50,132.981,124275,2020-10-02,de
1163978,2021-04-17,1752,194.472,97.4112,150,37.1424,124275,2020-10-02,de
1163969,2021-04-09,7205,742.115,360.9705,50,123.926,124275,2020-10-02,de
1164058,2021-04-13,6432,546.72,371.7696,100,107.4144,124278,2021-03-23,it
1164184,2021-04-17,5082,559.02,300.8544,150,124.509,124291,2020-11-23,it
1164581,2021-04-16,6239,517.837,331.2909,,107.3108,124315,2020-12-28,de
1164578,2021-04-09,1915,195.33,88.473,100,,124315,2020-12-28,de
1164571,2021-04-23,5754,517.86,301.5096,,100.1196,124315,2020-12-28,de
1164634,2021-04-07,5145,416.745,254.163,150,,124318,2021-02-13,ua
1164630,2021-04-09,5432,630.112,306.3648,,83.6528,124318,2021-02-13,ua
1164664,2021-04-21,4562,524.63,190.2354,100,,124319,2021-03-26,fr
1164760,2021-04-14,5552,460.816,264.2752,,125.4752,124328,2020-10-08,ru
1164756,2021-04-03,5771,502.077,343.3745,50,,124328,2020-10-08,ru
1164873,2021-04-26,6728,699.712,305.4512,100,104.284,124337,2020-12-13,en
1165013,2021-04-06,7682,806.61,371.8088,50,154.4082,124341,2020-11-20,en
1164985,2021-04-27,2971,344.636,168.4557,150,58.5287,124341,2020-11-20,en
1164973,2021-04-21,7088,701.712,293.4432,150,167.2768,124341,2020-11-20,en
1165154,2021-04-28,4434,390.192,196.4262,,100.2084,124347,2021-02-27,en
1165137,2021-04-04,6640,683.92,304.112,,120.184,124347,2021-02-27,en
1165187,2021-04-10,1741,160.172,71.7292,50,42.3063,124349,2020-11-30,en
1165245,2021-04-25,7530,760.53,383.277,150,128.763,124351,2021-03-04,ua
1165211,2021-04-02,2065,212.695,94.99,150,43.5715,124351,2021-03-04,ua
1165381,2021-04-10,7672,920.64,395.108,150,138.8632,124359,2020-10-10,en
1165376,2021-04-25,8307,946.998,431.964,100,174.447,124359,2020-10-10,en
1165514,2021-04-23,3341,283.985,166.7159,100,69.1587,124367,2021-01-03,de
1165490,2021-04-05,5008,560.896,207.3312,150,,124367,2021-01-03,de
1165602,2021-04-11,5841,537.372,256.4199,150,,124372,2021-03-01,en
1165596,2021-04-26,3525,303.15,209.385,,64.5075,124372,2021-03-01,en
1165795,2021-04-12,8175,907.425,385.0425,50,135.705,124386,2020-11-08,fr
1166124,2021-04-13,2262,199.056,122.8266,,35.7396,124410,2021-02-11,it
1166117,2021-04-02,7189,783.601,407.6163,,,124410,2021-02-11,it
1166281,2021-04-23,8476,788.268,412.7812,,154.2632,124423,2020-12-21,en
1166352,2021-04-23,3782,385.764,201.9588,150,,124424,2021-01-07,ua
1166346,2021-04-10,6955,751.14,292.11,150,124.4945,124424,2021-01-07,ua
1166330,2021-04-08,2815,242.09,118.23,,45.3215,124424,2021-01-07,ua
1166327,2021-04-19,8149,790.453,478.3463,,,124424,2021-01-07,ua
1166630,2021-04-25,5550,560.55,229.215,50,91.575,124436,2021-03-17,se
1166626,2021-04-01,1931,156.411,93.2673,50,,124436,2021-03-17,se
1166611,2021-04-17,6524,548.016,388.8304,150,117.432,124436,2021-03-17,se
1166796,2021-04-29,3381,368.529,168.3738,50,59.8437,124447,2020-12-19,es
1166790,2021-04-24,3960,431.64,162.756,,73.26,124447,2020-12-19,es
1166771,2021-04-28,3070,294.72,130.782,150,74.294,124447,2020-12-19,es
1167839,2021-04-25,2331,188.811,111.4218,50,51.5151,124511,2021-01-05,en
1167921,2021-04-12,3427,308.43,172.0354,150,,124516,2020-12-20,de
1167910,2021-04-12,4619,369.52,186.6076,100,78.9849,124516,2020-12-20,de
1167948,2021-04-12,7633,885.428,340.4318,,,124518,2021-01-21,ua
1167928,2021-04-21,5087,503.613,237.0542,50,,124518,2021-01-21,ua
1168000,2021-04-10,7441,885.479,428.6016,100,137.6585,124522,2021-03-20,se
1168167,2021-04-06,2185,211.945,89.148,50,41.952,124531,2020-10-08,en
1168165,2021-04-09,7043,612.741,299.3275,150,165.5105,124531,2020-10-08,en
1168162,2021-04-07,2554,222.198,140.47,100,45.7166,124531,2020-10-08,en
1168467,2021-04-21,5837,677.092,309.361,100,114.4052,124550,2021-01-12,no
1168465,2021-04-22,4535,503.385,206.3425,50,,124550,2021-01-12,no
1168527,2021-04-17,6050,611.05,350.9,50,,124555,2020-10-03,ua
1168512,2021-04-19,1566,144.072,72.9756,,26.1522,124555,2020-10-03,ua
1168890,2021-04-06,7274,771.044,432.0756,100,161.4828,124581,2020-10-13,ua
1169025,2021-04-17,2219,257.404,103.8492,100,42.6048,124590,2020-11-07,it
1169277,2021-04-26,2510,210.84,122.739,50,50.2,124606,2021-04-05,ua
1169274,2021-04-23,4350,387.15,210.975,50,,124606,2021-04-05,ua
1169438,2021-04-27,2937,328.944,166.8216,150,,124615,2020-11-01,ru
1170010,2021-04-18,4025,426.65,169.05,50,72.0475,124644,2020-10-13,en
1169988,2021-04-30,2386,281.548,129.0826,150,50.3446,124644,2020-10-13,en
1170321,2021-04-17,5496,538.608,293.4864,50,124.7592,124665,2021-03-26,ua
1170530,2021-04-24,7265,871.8,336.3695,150,144.5735,124675,2021-04-19,en
1170596,2021-04-23,6489,629.433,352.3527,50,134.3223,124679,2020-10-24,en
1170591,2021-04-07,5813,499.918,254.6094,50,,124679,2020-10-24,en
1170588,2021-04-20,5470,574.35,224.817,100,114.87,124679,2020-10-24,en
1170889,2021-04-17,6818,784.07,396.1258,150,133.6328,124695,2021-02-13,ua
1170874,2021-04-13,7425,616.275,343.035,150,144.045,124695,2021-02-13,ua
1171068,2021-04-09,4444,408.848,218.2004,100,110.2112,124708,2021-03-20,en
1171044,2021-04-08,3868,344.252,171.7392,150,67.3032,124708,2021-03-20,en
1171133,2021-04-07,6170,641.68,302.33,150,,124712,2021-01-02,no
1171131,2021-04-19,7968,764.928,447.8016,100,137.0496,124712,2021-01-02,no
1171121,2021-04-08,7979,877.69,423.6849,100,,124712,2021-01-02,no
1171463,2021-04-15,6885,585.225,327.726,50,121.8645,124731,2020-10-27,en
1171443,2021-04-09,4349,356.618,192.6607,100,,124731,2020-10-27,en
1171599,2021-04-13,2360,198.24,124.608,100,46.256,124741,2021-02-02,ru
1171747,2021-04-28,6156,529.416,338.58,,,124749,2021-03-23,de
1171728,2021-04-01,7679,721.826,440.7746,100,,124749,2021-03-23,de
1171718,2021-04-09,3679,323.752,202.345,100,,124749,2021-03-23,de
1171983,2021-04-26,6573,650.727,293.1558,150,113.7129,124766,2021-03-05,en
1172052,2021-04-05,5577,552.123,300.0426,50,105.963,124770,2021-04-03,en
1172138,2021-04-12,3537,417.366,182.1555,,77.1066,124774,2020-12-14,ru
1172134,2021-04-14,5757,598.728,330.4518,100,112.2615,124774,2020-12-14,ru
1172392,2021-04-23,5977,621.608,313.1948,100,138.6664,124787,2021-01-05,ua
1172376,2021-04-20,3393,376.623,184.5792,150,,124787,2021-01-05,ua
1172369,2021-04-13,3645,415.53,190.998,50,83.835,124787,2021-01-05,ua
1172363,2021-04-20,6216,621.6,292.7736,50,137.9952,124787,2021-01-05,ua
1172752,2021-04-04,3891,412.446,191.4372,150,64.5906,124811,2020-12-28,en
1172870,2021-04-15,4419,463.995,198.855,100,76.4487,124816,2020-11-13,en
1173463,2021-04-29,4943,454.756,250.6101,,90.9512,124852,2021-03-17,en
1173553,2021-04-19,1682,141.288,68.4574,100,31.2852,124857,2021-03-23,fr
1173542,2021-04-28,3499,328.906,185.7969,,78.3776,124857,2021-03-23,fr
1173522,2021-04-22,7120,818.8,348.168,150,153.08,124857,2021-03-23,fr
1173601,2021-04-18,2214,194.832,130.8474,50,46.9368,124860,2020-10-29,se
1173593,2021-04-21,8313,864.552,332.52,100,137.9958,124860,2020-10-29,se
1173656,2021-04-11,5570,607.13,233.383,50,85.221,124863,2020-12-12,se
1173630,2021-04-13,2818,276.164,134.7004,50,45.9334,124863,2020-12-12,se
1174319,2021-04-24,8297,912.67,455.5053,150,137.7302,124911,2021-02-23,se
1174297,2021-04-19,5219,474.929,296.4392,50,127.3436,124911,2021-02-23,se
1174458,2021-04-10,2317,227.066,98.0091,150,,124918,2021-02-02,fr
1174426,2021-04-14,6818,572.712,383.1716,150,,124918,2021-02-02,fr
1174760,2021-04-09,7882,780.318,347.5962,100,130.053,124936,2021-03-19,no
1174734,2021-04-21,3517,393.904,150.5276,,,124936,2021-03-19,no
1174728,2021-04-22,3267,378.972,158.4495,150,60.1128,124936,2021-03-19,no
1174860,2021-04-15,5862,592.062,300.7206,50,113.7228,124945,2021-03-25,no
1175068,2021-04-21,5389,452.676,241.9661,,,124957,2021-03-27,en
1175062,2021-04-24,8039,876.251,424.4592,150,,124957,2021-03-27,en
1175056,2021-04-07,3173,349.03,187.8416,50,,124957,2021-03-27,en
1175048,2021-04-01,3523,324.116,151.489,100,81.7336,124957,2021-03-27,en
1175210,2021-04-04,4200,361.2,195.72,150,72.66,124962,2020-11-20,en
1175207,2021-04-03,2880,305.28,120.96,100,,124962,2020-11-20,en
1175204,2021-04-09,2529,245.313,116.0811,100,,124962,2020-11-20,en
1175190,2021-04-03,2399,232.703,96.6797,,,124962,2020-11-20,en
1175386,2021-04-30,7517,826.87,339.0167,150,181.9114,124972,2021-03-03,ua
1175383,2021-04-26,3173,355.376,133.266,100,65.3638,124972,2021-03-03,ua
1175370,2021-04-24,7623,754.677,336.9366,,158.5584,124972,2021-03-03,ua
1175361,2021-04-01,2921,330.073,153.9367,150,,124972,2021-03-03,ua
1175357,2021-04-06,3830,314.06,189.202,50,,124972,2021-03-03,ua
1175650,2021-04-14,7557,884.169,320.4168,100,126.2019,124989,2021-03-25,ua
1175632,2021-04-10,3512,287.984,148.5576,100,61.1088,124989,2021-03-25,ua
1175684,2021-04-27,7159,615.674,405.1994,50,151.7708,124991,2021-03-29,en
1175663,2021-04-13,5462,578.972,255.6216,50,107.0552,124991,2021-03-29,en
1175700,2021-04-13,7909,656.447,370.1412,50,128.9167,124993,2021-02-02,no
1175721,2021-04-27,3282,387.276,181.1664,50,,124998,2020-10-31,en
1175752,2021-04-03,5822,477.404,336.5116,150,,124999,2021-03-22,fr
1176267,2021-04-10,1655,188.67,96.652,,,125032,2021-02-22,en
1176261,2021-04-04,5803,696.36,329.6104,100,109.6767,125032,2021-02-22,en
1176349,2021-04-24,8091,962.829,368.9496,,202.275,125034,2020-10-17,en
1176751,2021-04-23,6103,604.197,281.3483,50,,125061,2021-02-07,it
1176742,2021-04-30,5340,453.9,253.65,50,116.412,125061,2021-02-07,it
1176828,2021-04-09,5893,612.872,329.4187,,,125065,2020-10-04,en
1177154,2021-04-01,6534,633.798,310.365,150,126.7596,125086,2020-09-16,fr
1177310,2021-04-01,2825,290.975,122.3225,,62.15,125097,2021-01-19,se
1177724,2021-04-28,6620,681.86,338.282,100,105.258,125123,2021-04-17,de
1177722,2021-04-19,7458,738.342,327.4062,100,116.3448,125123,2021-04-17,de
1177817,2021-04-29,7754,922.726,341.9514,150,118.6362,125126,2020-10-15,en
1177787,2021-04-21,1544,146.68,62.3776,,26.4024,125126,2020-10-15,en
1177990,2021-04-19,4506,509.178,214.4856,,78.855,125135,2020-11-19,fr
1177960,2021-04-01,5378,521.666,321.6044,100,,125135,2020-11-19,fr
1178221,2021-04-26,4256,417.088,193.648,50,77.4592,125149,2021-04-19,en
1178321,2021-04-17,6175,605.15,266.76,150,,125159,2020-11-20,se
1178319,2021-04-07,7836,728.748,434.1144,50,173.9592,125159,2020-11-20,se
1178307,2021-04-10,2979,348.543,174.2715,50,70.9002,125159,2020-11-20,se
1178290,2021-04-01,8008,752.752,347.5472,,128.128,125159,2020-11-20,se
1178457,2021-04-07,6008,618.824,323.8312,150,,125166,2021-03-19,ua
1178628,2021-04-02,8036,642.88,390.5496,150,184.828,125178,2020-09-26,de
1178698,2021-04-09,3942,413.91,200.6478,100,,125181,2020-12-06,en
1178890,2021-04-30,3073,270.424,124.1492,,52.5483,125191,2021-03-11,en
1178882,2021-04-18,8456,879.424,425.3368,,199.5616,125191,2021-03-11,en
1178869,2021-04-29,3936,456.576,214.512,,73.2096,125191,2021-03-11,en
1179297,2021-04-29,2687,247.204,156.6521,50,66.3689,125217,2021-02-11,en
1179290,2021-04-20,6287,697.857,353.3294,50,,125217,2021-02-11,en
1179709,2021-04-15,4694,553.892,222.4956,150,,125242,2021-02-12,en
1179846,2021-04-16,6573,591.57,310.9029,,119.6286,125250,2021-03-22,en
1180066,2021-04-16,3765,421.68,158.5065,,72.6645,125267,2020-10-31,fr
1180065,2021-04-02,8471,855.571,408.3022,100,166.0316,125267,2020-10-31,fr
1180145,2021-04-26,4039,403.9,193.4681,100,81.1839,125273,2021-04-16,no
1180418,2021-04-26,3696,413.952,172.6032,150,79.0944,125288,2020-10-22,en
1180630,2021-04-11,5271,432.222,249.3183,100,,125298,2021-03-20,en
1180621,2021-04-25,2661,236.829,147.9516,150,58.0098,125298,2021-03-20,en
1180600,2021-04-16,6169,542.872,276.9881,150,,125298,2021-03-20,en
1180590,2021-04-25,5115,516.615,231.7095,100,112.53,125298,2021-03-20,en
1180678,2021-04-26,3593,413.195,160.9664,50,89.1064,125300,2021-04-21,es
1180892,2021-04-25,8293,738.077,399.7226,150,195.7148,125311,2021-02-26,fr
1180879,2021-04-23,6463,710.93,301.8221,50,,125311,2021-02-26,fr
1180980,2021-04-05,8244,849.132,356.1408,150,183.8412,125320,2020-12-30,ua
1180968,2021-04-02,6386,753.548,259.9102,,96.4286,125320,2020-12-30,ua
1181049,2021-04-09,6156,652.536,262.8612,50,134.8164,125324,2020-11-21,de
1181365,2021-04-28,8300,971.1,333.66,50,179.28,125339,2020-10-26,en
1181355,2021-04-03,7429,683.468,304.589,100,121.8356,125339,2020-10-26,en
1181848,2021-04-28,3267,323.433,131.6601,50,54.8856,125367,2020-11-15,ru
1181812,2021-04-11,2946,288.708,130.5078,100,,125367,2020-11-15,ru
1182018,2021-04-04,3618,354.564,168.9606,,,125378,2020-11-29,fr
1182504,2021-04-13,6122,704.03,366.0956,150,145.7036,125407,2020-10-20,es
1182501,2021-04-23,5909,508.174,272.4049,,140.0433,125407,2020-10-20,es
1182498,2021-04-21,2631,286.779,140.2323,50,58.4082,125407,2020-10-20,es
1182492,2021-04-11,3491,314.19,161.2842,,77.5002,125407,2020-10-20,es
1182530,2021-04-09,5415,638.97,258.837,150,90.4305,125409,2020-11-02,se
1182529,2021-04-18,2008,170.68,90.1592,50,,125409,2020-11-02,se
1182663,2021-04-27,5836,688.648,257.3676,50,134.8116,125420,2021-04-23,de
1182827,2021-04-20,2418,278.07,141.9366,150,,125431,2020-12-21,ua
1182917,2021-04-18,8106,964.614,371.2548,150,129.696,125435,2020-12-07,ua
1182902,2021-04-14,6282,527.688,331.0614,100,142.6014,125435,2020-12-07,ua
1182975,2021-04-25,2503,267.821,144.1728,,42.8013,125440,2021-03-05,de
1182973,2021-04-29,4524,511.212,185.484,150,84.5988,125440,2021-03-05,de
1183165,2021-04-14,5376,526.848,308.0448,100,98.9184,125449,2020-10-24,en
1183147,2021-04-29,4720,434.24,256.768,50,108.56,125449,2020-10-24,en
1183366,2021-04-09,5104,413.424,288.376,50,110.7568,125459,2020-11-27,ua
1183319,2021-04-25,6767,636.098,282.1839,50,103.5351,125459,2020-11-27,ua
1183681,2021-04-28,5695,489.77,337.7135,150,137.819,125480,2020-10-17,en
1183668,2021-04-11,5788,503.556,284.7696,150,100.7112,125480,2020-10-17,en
1183923,2021-04-24,4710,400.35,266.115,,83.838,125492,2021-02-28,fr
1183914,2021-04-04,6101,701.615,249.5309,150,140.9331,125492,2021-02-28,fr
1183871,2021-04-02,6206,608.188,261.2726,,119.7758,125492,2021-02-28,fr
1184101,2021-04-12,5381,586.529,295.955,50,,125502,2021-01-15,ua
1184245,2021-04-25,6979,704.879,309.1697,,120.7367,125509,2021-01-10,en
1184234,2021-04-09,7044,803.016,389.5332,,138.0624,125509,2021-01-10,en
1184999,2021-04-01,7880,772.24,404.244,,123.716,125557,2021-01-30,ua
1185030,2021-04-12,5433,537.867,306.9645,50,103.227,125560,2020-12-19,it
1185210,2021-04-21,3658,398.722,214.3588,150,61.8202,125569,2020-12-26,ua
1185205,2021-04-28,5979,484.299,310.3101,50,97.4577,125569,2020-12-26,ua
1185192,2021-04-03,3425,383.6,151.7275,,,125569,2020-12-26,ua
1185234,2021-04-11,5999,653.891,283.7527,100,119.98,125571,2021-01-21,es
1185230,2021-04-01,5418,563.472,218.8872,,81.27,125571,2021-01-21,es
1185384,2021-04-02,6330,626.67,312.069,100,127.233,125578,2020-09-17,ua
1185465,2021-04-07,3883,415.481,215.8948,50,,125583,2020-09-30,en
1185546,2021-04-24,4890,493.89,200.001,,111.003,125587,2020-11-04,se
1185537,2021-04-16,2988,304.776,137.7468,50,62.748,125587,2020-11-04,se
1185526,2021-04-29,5272,506.112,266.236,150,105.9672,125587,2020-11-04,se
1185599,2021-04-18,5406,621.69,309.7638,150,,125592,2020-12-31,en
1185587,2021-04-02,3645,422.82,208.8585,50,76.545,125592,2020-12-31,en
1185666,2021-04-26,6044,489.564,335.442,100,111.814,125595,2021-01-23,ua
1185755,2021-04-04,3094,259.896,169.2418,100,,125599,2020-11-29,se
1185742,2021-04-11,2610,284.49,129.456,100,45.675,125599,2020-11-29,se
1186272,2021-04-28,3548,326.416,184.496,100,64.9284,125631,2021-03-27,fr
1186268,2021-04-04,4891,401.062,227.9206,50,88.5271,125631,2021-03-27,fr
1186973,2021-04-26,3897,354.627,170.2989,50,60.0138,125666,2021-03-11,fr
1187120,2021-04-23,4581,439.776,195.6087,150,74.2122,125670,2020-11-23,es
1187114,2021-04-28,1832,199.688,109.92,50,37.9224,125670,2020-11-23,es
1187099,2021-04-09,6374,560.912,267.708,50,,125670,2020-11-23,es
1187265,2021-04-24,1648,169.744,76.7968,50,24.8848,125679,2020-12-14,fr
1187348,2021-04-08,2886,271.284,139.3938,150,64.0692,125682,2021-01-03,se
1187343,2021-04-14,8464,744.832,425.7392,100,,125682,2021-01-03,se
1187329,2021-04-09,2509,291.044,114.6613,100,37.8859,125682,2021-01-03,se
1187325,2021-04-06,2783,283.866,141.3764,50,52.3204,125682,2021-01-03,se
1187598,2021-04-07,5996,659.56,358.5608,50,,125693,2021-02-25,fr
1187593,2021-04-03,1537,159.848,74.3908,100,24.1309,125693,2021-02-25,fr
1187572,2021-04-19,3652,423.632,192.8256,,77.4224,125693,2021-02-25,fr
1187754,2021-04-25,7313,636.231,381.7386,100,,125697,2020-12-11,en
1187752,2021-04-25,7080,821.28,409.224,100,161.424,125697,2020-12-11,en
1187901,2021-04-20,7717,810.285,408.2293,,164.3721,125705,2021-02-15,de
1187881,2021-04-03,1540,127.82,61.908,50,28.028,125705,2021-02-15,de
1188063,2021-04-12,2779,277.9,125.8887,,44.7419,125718,2020-10-04,en
1188335,2021-04-20,4689,543.924,224.1342,50,,125732,2020-10-07,en
1188910,2021-04-01,5833,676.628,268.318,,130.0759,125763,2021-01-29,en
1189167,2021-04-13,6260,513.32,260.416,50,129.582,125774,2021-03-01,en
1189165,2021-04-20,5616,589.68,331.344,150,,125774,2021-03-01,en
1189213,2021-04-09,3552,298.368,175.1136,50,,125775,2021-03-25,en
1189181,2021-04-05,4628,411.892,249.4492,,,125775,2021-03-25,en
1189343,2021-04-17,6900,558.9,356.04,50,129.72,125784,2020-12-14,ua
1189336,2021-04-19,6518,599.656,386.5174,50,124.4938,125784,2020-12-14,ua
1189444,2021-04-05,2441,244.1,125.4674,50,44.1821,125788,2020-11-27,es
1189438,2021-04-06,8009,929.044,450.9067,100,,125788,2020-11-27,es
1189437,2021-04-12,7849,902.635,435.6195,100,,125788,2020-11-27,es
1189798,2021-04-24,3189,299.766,154.3476,50,75.8982,125805,2021-02-20,no
1189876,2021-04-28,5108,505.692,302.9044,50,76.62,125809,2020-12-12,ru
1189873,2021-04-09,2854,268.276,118.7264,,52.2282,125809,2020-12-12,ru
1190433,2021-04-16,4547,400.136,214.6184,50,75.9349,125839,2020-11-23,en
1190476,2021-04-18,5396,442.472,297.8592,150,106.8408,125840,2020-12-07,en
1190460,2021-04-21,4077,399.546,235.2429,100,84.3939,125840,2020-12-07,en
1190532,2021-04-24,2101,174.383,109.4621,50,32.3554,125844,2021-04-20,en
1190599,2021-04-06,1797,183.294,102.0696,,27.6738,125845,2020-10-18,de
1190652,2021-04-26,3901,351.09,202.852,150,72.1685,125848,2020-11-21,ua
1190624,2021-04-13,4684,552.712,258.5568,,94.1484,125848,2020-11-21,ua
1190789,2021-04-21,2251,263.367,113.0002,150,43.2192,125854,2021-02-23,it
1190777,2021-04-05,3485,414.715,159.2645,100,64.4725,125854,2021-02-23,it
1190774,2021-04-28,6951,639.492,282.9057,150,142.4955,125854,2021-02-23,it
